user_id,tier,essence_recall@10,recency_recall@10,essence_lt@10,recency_lt@10
7980,medium,0.0,0.0,0.0,0.0
11599,high,0.018518518518518517,0.037037037037037035,0.0,0.0
17915,high,0.0,0.0,0.0,0.0
24687,low,0.0,0.0,0.0,0.0
27267,medium,0.0,0.0,,
37862,medium,0.0,0.0,0.0,0.0
43474,low,0.0,0.0,0.0,0.0
44283,medium,0.0,0.0,0.0,0.0
72193,high,0.0,0.0,0.0,0.0
73671,high,0.0,0.0,0.0,0.0
75698,medium,0.0,0.013333333333333334,0.0,0.0
87647,low,0.0,0.0,0.0,0.0
88724,low,0.0,0.0,0.0,0.0
90436,high,0.0,0.0,,
94767,medium,0.0,0.0,0.0,0.0
96928,medium,0.0,0.0,,
97626,high,0.0,0.0,0.0,0.0
97894,medium,0.0,0.0,0.0,0.0
102817,low,0.0,0.0,0.0,0.0
104310,low,0.0,0.0,,
110284,low,0.0,0.0,0.0,0.0
110660,low,0.0,0.0,0.0,0.0
124781,high,0.0,0.07142857142857142,0.0,0.0
132557,medium,0.0,0.0,0.0,0.0
132770,low,0.0,0.0,0.0,0.0
137172,high,0.0,0.0,0.0,0.0
145219,high,0.0,0.0,0.0,0.0
