user_id,system,recall@10,long_tail_recall@10
AE24IPP565CF2NWNDCSTYYGAWY5A,Essence (K=3),0.0,
AE24IPP565CF2NWNDCSTYYGAWY5A,CF (ItemKNN),0.0,
AE25PKP4DELQUP4EKOFRMTXG26GQ,Essence (K=3),0.0,
AE25PKP4DELQUP4EKOFRMTXG26GQ,CF (ItemKNN),0.0,
AE2BR5KVBCYRPJOE5QIJA522WD6A,Essence (K=3),0.0,
AE2BR5KVBCYRPJOE5QIJA522WD6A,CF (ItemKNN),0.0,
AE2EQIWFETMRHUOAQQ75IT7OYCWA,Essence (K=3),0.0,
AE2EQIWFETMRHUOAQQ75IT7OYCWA,CF (ItemKNN),0.0,
AE2FQMIPSPB4P4ICPAPY6CWKLVRA,Essence (K=3),0.0,
AE2FQMIPSPB4P4ICPAPY6CWKLVRA,CF (ItemKNN),0.0,
AE2IOEBB2ZWAJRCPU3UNMFYKFJAA,Essence (K=3),0.2,
AE2IOEBB2ZWAJRCPU3UNMFYKFJAA,CF (ItemKNN),0.0,
AE2L54LBHP2INCTEHGS7IEAFQJIA,Essence (K=3),0.0,
AE2L54LBHP2INCTEHGS7IEAFQJIA,CF (ItemKNN),0.0,
AE2LYVGEMVGJLY4AKRKBUGATC7RA,Essence (K=3),0.0,
AE2LYVGEMVGJLY4AKRKBUGATC7RA,CF (ItemKNN),0.0,
AE2N7SLQNNU3DMKWCSYQ3EX7YKSQ,Essence (K=3),0.0,
AE2N7SLQNNU3DMKWCSYQ3EX7YKSQ,CF (ItemKNN),0.0,
AE2PT4VR4PSPFP7GEKIAWXU5WIBQ,Essence (K=3),0.0,
AE2PT4VR4PSPFP7GEKIAWXU5WIBQ,CF (ItemKNN),0.0,
AE2RM4MMMEI72LAIUE65SE6O3HYA,Essence (K=3),0.0,
AE2RM4MMMEI72LAIUE65SE6O3HYA,CF (ItemKNN),0.0,
AE34UEHMNFJNTDSCOKGUGGZN37LQ,Essence (K=3),0.0,
AE34UEHMNFJNTDSCOKGUGGZN37LQ,CF (ItemKNN),0.0,
AE36QRRPB4KJXCCDF2O6RO3RHGEA,Essence (K=3),0.0,
AE36QRRPB4KJXCCDF2O6RO3RHGEA,CF (ItemKNN),0.0,
AE3B52RNBKYNGB4W7OUKA2ZUKETA,Essence (K=3),0.0,
AE3B52RNBKYNGB4W7OUKA2ZUKETA,CF (ItemKNN),0.0,
AE3F4FYL3INJ4TR7BTEVSJNZF7VQ,Essence (K=3),0.0,
AE3F4FYL3INJ4TR7BTEVSJNZF7VQ,CF (ItemKNN),0.0,
AE3JIZUY5NFAZXIUPKYAIC43SICQ,Essence (K=3),0.0,
AE3JIZUY5NFAZXIUPKYAIC43SICQ,CF (ItemKNN),0.0,
AE3NMEDUNWZRXX34BS4OARMGPIZQ,Essence (K=3),0.0,
AE3NMEDUNWZRXX34BS4OARMGPIZQ,CF (ItemKNN),0.0,
AE3O33QDAJUUUIHLL3BDEE4CT5WQ,Essence (K=3),0.0,
AE3O33QDAJUUUIHLL3BDEE4CT5WQ,CF (ItemKNN),0.0,
AE3QBHORIX77P4VSY56UGRH7JHKA,Essence (K=3),0.0,
AE3QBHORIX77P4VSY56UGRH7JHKA,CF (ItemKNN),0.0,
AE3ZDAWJ75N5SZ4DPS54A6UNGVDQ,Essence (K=3),0.0,
AE3ZDAWJ75N5SZ4DPS54A6UNGVDQ,CF (ItemKNN),0.0,
AE42ZHZLHE3K7IGBNPUQ2XGDQNIA,Essence (K=3),0.0,
AE42ZHZLHE3K7IGBNPUQ2XGDQNIA,CF (ItemKNN),0.0,
AE4Y3YEZRRMFC44WE74BCZQN5LRA,Essence (K=3),0.0,
AE4Y3YEZRRMFC44WE74BCZQN5LRA,CF (ItemKNN),0.0,
AE4ZF44EU4MZ3EFEBIKC6IVMBSMQ,Essence (K=3),0.0,
AE4ZF44EU4MZ3EFEBIKC6IVMBSMQ,CF (ItemKNN),0.0,
AE55IIDFUIUGHAHTLOPEQDSW3IHA,Essence (K=3),0.0,
AE55IIDFUIUGHAHTLOPEQDSW3IHA,CF (ItemKNN),0.0,
AE56DXBMRDCY5MHCAL24LQJR7AMA,Essence (K=3),0.8571428571428571,
AE56DXBMRDCY5MHCAL24LQJR7AMA,CF (ItemKNN),0.0,
AE5BZ3XGNCMDPF2Y7V4VJ5XIE2OQ,Essence (K=3),0.0,
AE5BZ3XGNCMDPF2Y7V4VJ5XIE2OQ,CF (ItemKNN),0.0,
AE5EMRUM6ZAJLDVAXHHON3LR46MQ,Essence (K=3),0.0,
AE5EMRUM6ZAJLDVAXHHON3LR46MQ,CF (ItemKNN),0.0,
AE5IUVLTAKMTYF7KFQOJBVDTWNEA,Essence (K=3),0.0,
AE5IUVLTAKMTYF7KFQOJBVDTWNEA,CF (ItemKNN),0.0,
AE5O6ZHTQIPFEEGJ22RTNRAG6MVQ,Essence (K=3),0.0,
AE5O6ZHTQIPFEEGJ22RTNRAG6MVQ,CF (ItemKNN),0.0,
AE5TY5TARFLHSSR4NQDUBPKZMQTQ,Essence (K=3),0.0,
AE5TY5TARFLHSSR4NQDUBPKZMQTQ,CF (ItemKNN),0.0,
AE5XEQMYG5PBY3OMG3NN4NJDSUPA,Essence (K=3),0.0,
AE5XEQMYG5PBY3OMG3NN4NJDSUPA,CF (ItemKNN),0.0,
AE5ZAEAGS7LVO5WE5HHJ7GKUQRBA,Essence (K=3),0.0,
AE5ZAEAGS7LVO5WE5HHJ7GKUQRBA,CF (ItemKNN),0.0,
AE637SWDEZDSUOIQAR5MUU5CHOCA,Essence (K=3),0.0,
AE637SWDEZDSUOIQAR5MUU5CHOCA,CF (ItemKNN),0.0,
AE63UQTYF2B7FBOT7GPWW7ZCSDCQ,Essence (K=3),0.0,
AE63UQTYF2B7FBOT7GPWW7ZCSDCQ,CF (ItemKNN),0.0,
AE6462BTZG254SNA4VCUXPAQEAPA,Essence (K=3),0.0,
AE6462BTZG254SNA4VCUXPAQEAPA,CF (ItemKNN),0.0,
AE6BA7CQPSS7F6UMPTJ5EBBMFN4Q,Essence (K=3),0.0,
AE6BA7CQPSS7F6UMPTJ5EBBMFN4Q,CF (ItemKNN),0.0,
AE6BF5P4HYA3SMJFGKSEYDWTSGFQ,Essence (K=3),0.0,
AE6BF5P4HYA3SMJFGKSEYDWTSGFQ,CF (ItemKNN),0.0,
AE6DG6QAAH2XSB7HUDD76XMNBWYQ,Essence (K=3),0.2,
AE6DG6QAAH2XSB7HUDD76XMNBWYQ,CF (ItemKNN),0.0,
AE6E2BZSOCL273XIXORZY3NQUOWQ,Essence (K=3),0.0,
AE6E2BZSOCL273XIXORZY3NQUOWQ,CF (ItemKNN),0.0,
AE6I32MGP77YFNCYJGPL7H6H6P4A,Essence (K=3),0.14285714285714285,
AE6I32MGP77YFNCYJGPL7H6H6P4A,CF (ItemKNN),0.0,
AE6WSSXICM6NUXIT6VYPIITKGXPQ,Essence (K=3),0.0,
AE6WSSXICM6NUXIT6VYPIITKGXPQ,CF (ItemKNN),0.0,
AE76KLBIAF2DHSGCNBLOAL7ILN7A,Essence (K=3),0.0,
AE76KLBIAF2DHSGCNBLOAL7ILN7A,CF (ItemKNN),0.0,
AE77XZ3PG7XMKTKPHHEZFEEET7QQ,Essence (K=3),0.0,
AE77XZ3PG7XMKTKPHHEZFEEET7QQ,CF (ItemKNN),0.0,
AE7EEXVSBZJR6H5V4G2APKJAGDRA,Essence (K=3),0.0,
AE7EEXVSBZJR6H5V4G2APKJAGDRA,CF (ItemKNN),0.0,
AE7FC5YJJSQ5QAXL5J4GBFQ52AVA,Essence (K=3),0.06666666666666667,
AE7FC5YJJSQ5QAXL5J4GBFQ52AVA,CF (ItemKNN),0.0,
AE7HKWEYQGSL6J2NS25S2XXH3SBA,Essence (K=3),0.0,
AE7HKWEYQGSL6J2NS25S2XXH3SBA,CF (ItemKNN),0.0,
AE7HUGGKDH6LGNVOMFMY6NTG4YBQ,Essence (K=3),0.0,
AE7HUGGKDH6LGNVOMFMY6NTG4YBQ,CF (ItemKNN),0.0,
AE7JHYVQBFVNCPTLV3POFLHOMULQ,Essence (K=3),0.0,
AE7JHYVQBFVNCPTLV3POFLHOMULQ,CF (ItemKNN),0.0,
AE7KJLDBHYCA6Z4CVAIRTMAIOUNQ,Essence (K=3),0.0,
AE7KJLDBHYCA6Z4CVAIRTMAIOUNQ,CF (ItemKNN),0.0,
AE7MEWDMTDZDHDVJKWGKB3MCAIPA,Essence (K=3),0.0,
AE7MEWDMTDZDHDVJKWGKB3MCAIPA,CF (ItemKNN),0.0,
AE7NJBCDLDS3GMXV3LN55U23OIZQ,Essence (K=3),0.0,
