user_id,recency_recall@10,meanselect_recall@10
AE24IPP565CF2NWNDCSTYYGAWY5A,0.0,0.0
AE25PKP4DELQUP4EKOFRMTXG26GQ,0.0,0.0
AE2BR5KVBCYRPJOE5QIJA522WD6A,0.0,0.0
AE2EQIWFETMRHUOAQQ75IT7OYCWA,0.08695652173913043,0.08695652173913043
AE2FQMIPSPB4P4ICPAPY6CWKLVRA,0.0,0.0
AE2IOEBB2ZWAJRCPU3UNMFYKFJAA,0.2,0.0
AE2L54LBHP2INCTEHGS7IEAFQJIA,0.0,0.0
AE2LYVGEMVGJLY4AKRKBUGATC7RA,0.0,0.0
AE2N7SLQNNU3DMKWCSYQ3EX7YKSQ,0.0,0.0
AE2PT4VR4PSPFP7GEKIAWXU5WIBQ,0.0,0.0
AE2RM4MMMEI72LAIUE65SE6O3HYA,0.0,0.0
AE34UEHMNFJNTDSCOKGUGGZN37LQ,0.0,0.0
AE36QRRPB4KJXCCDF2O6RO3RHGEA,0.0,0.0
AE3B52RNBKYNGB4W7OUKA2ZUKETA,0.0,0.043478260869565216
AE3CLQPNFWSWGO2DB43T34O3UUVA,0.25,0.25
AE3F4FYL3INJ4TR7BTEVSJNZF7VQ,0.0,0.0
AE3JIZUY5NFAZXIUPKYAIC43SICQ,0.0,0.0
AE3NFC36AT3HIDJ5WJD3MFIJY33A,0.0,0.0
AE3NMEDUNWZRXX34BS4OARMGPIZQ,0.0,0.0
AE3O33QDAJUUUIHLL3BDEE4CT5WQ,0.0,0.0
AE3QBHORIX77P4VSY56UGRH7JHKA,0.0,0.0
AE3ZDAWJ75N5SZ4DPS54A6UNGVDQ,0.0,0.0
AE3ZV7ITHUXP3C3BASBBIQ7W32OQ,0.0,0.0
AE42ZHZLHE3K7IGBNPUQ2XGDQNIA,0.0,0.0
AE46IRBXL6OUQ4DYU2FTJOA4UBTQ,0.4,0.8
AE4INHLQ3RJDSFLZKJ7435HZNZ3A,0.0,0.0
AE4OENC32WCDOINT3W6IDUVQNX4A,0.75,0.0
AE4QJLCBQH74DTKX3MN6JPSN22YQ,0.0,0.0
AE4WNZBCEVA3EXBG2H33AQ2FG7PQ,0.0,0.0
AE4Y3YEZRRMFC44WE74BCZQN5LRA,0.0,0.0
AE4ZF44EU4MZ3EFEBIKC6IVMBSMQ,0.0,0.0
AE55IIDFUIUGHAHTLOPEQDSW3IHA,0.0,0.0
AE56DXBMRDCY5MHCAL24LQJR7AMA,0.6666666666666666,0.0
AE5BZ3XGNCMDPF2Y7V4VJ5XIE2OQ,0.0,0.0
AE5EMRUM6ZAJLDVAXHHON3LR46MQ,0.0,0.0
AE5HL767XRMBS7GT7S634WKBNQDQ,0.0,0.0
AE5IUVLTAKMTYF7KFQOJBVDTWNEA,0.0,0.0
AE5O6ZHTQIPFEEGJ22RTNRAG6MVQ,0.1111111111111111,0.0
AE5TY5TARFLHSSR4NQDUBPKZMQTQ,0.0,0.0
AE5XEQMYG5PBY3OMG3NN4NJDSUPA,0.0,0.0
AE5ZAEAGS7LVO5WE5HHJ7GKUQRBA,0.0,0.0
AE637SWDEZDSUOIQAR5MUU5CHOCA,0.0,0.0
AE63UQTYF2B7FBOT7GPWW7ZCSDCQ,0.0,0.0
AE6462BTZG254SNA4VCUXPAQEAPA,0.0,0.0
AE6BA7CQPSS7F6UMPTJ5EBBMFN4Q,0.0,0.0
AE6BF5P4HYA3SMJFGKSEYDWTSGFQ,0.0,0.0
AE6DG6QAAH2XSB7HUDD76XMNBWYQ,0.1111111111111111,0.1111111111111111
AE6E2BZSOCL273XIXORZY3NQUOWQ,0.0,0.0
AE6FNRDQABKOSIPU6LQCHJWO6GJQ,0.0,0.0
AE6I32MGP77YFNCYJGPL7H6H6P4A,0.1111111111111111,0.1111111111111111
AE6MB4X6USKHKVJFVUH5TLEQHZYQ,0.0,0.0
AE6WSSXICM6NUXIT6VYPIITKGXPQ,0.07142857142857142,0.07142857142857142
AE73S23OSGRJGKA65PW2TZISNTPQ,0.0,0.0
AE76KLBIAF2DHSGCNBLOAL7ILN7A,0.25,0.0
AE77XZ3PG7XMKTKPHHEZFEEET7QQ,0.0,0.0
AE7A2S24H674TMZF2ZCPNV4PKSMA,0.0,0.0
AE7DOD72UCUJ4YCYXQMDSDFIDH2Q,0.0,0.0
AE7EEXVSBZJR6H5V4G2APKJAGDRA,0.0,0.0
AE7F4Q4FI6FN2FXC6TJW5FS2B4KQ,0.0,0.0
AE7FC5YJJSQ5QAXL5J4GBFQ52AVA,0.0,0.0
AE7HKWEYQGSL6J2NS25S2XXH3SBA,0.0,0.0
AE7HUGGKDH6LGNVOMFMY6NTG4YBQ,0.0,0.0
AE7JHYVQBFVNCPTLV3POFLHOMULQ,0.0,0.0
AE7KJLDBHYCA6Z4CVAIRTMAIOUNQ,0.0,0.0
AE7MEWDMTDZDHDVJKWGKB3MCAIPA,0.0,0.0
AE7NJBCDLDS3GMXV3LN55U23OIZQ,0.0,0.0
AE7R3JK73JEXTUC3J36FE5X5FJAQ,0.0,0.0
AE7UWKMZA6DOZTHJVXEI3ZQV7TSQ,0.0,0.0
AE7WC5BVTWMWDWU6YO66JSWIDQEQ,0.0,0.0
AE7YNU75R4Q5EDFGD5GHFHN5U6LQ,0.0,0.0
AEA27IIUHGPUCMUMGFACNRNDKF3A,0.0,0.0
AEA2RTKQFCBIFICU4LW537E3SF6A,0.0,0.0
AEA37BHOBFANFBUOKXHGKHRE4C2A,0.0,0.0
AEAB7UDZQBD4BNE3MS7MVXD3LYZA,0.5,0.5
AEAEEWYVZ2PYHOG3JLVGJ2BIYQYQ,0.0,0.25
AEAGCIMGDOZO4UE4KHV2Y4KGGIKA,0.0,0.0
AEAIBHGHPGEMIOSJUHXM23QRYOAA,0.0,0.0
AEAIYWJDA77GH4GUZBBBU3IPMFRQ,0.0,0.0
AEAJ4XROS3EJ7JB4ZMKP35YIWU3A,0.0,0.0
AEAKSVYQPLKKNTW4RNE6E6UHD2CA,0.2857142857142857,0.0
AEAN4MNOJVFSMD2ZFMKYQ4X4N2HA,0.15384615384615385,0.0
AEAPBPDVH2ITSUQTUV3AZN5V3RXA,0.0,0.0
AEAR2TC7VZCNLUVXVJGLO6UFOO4A,0.0,0.0
AEASMGHEEOS3VTNAH5XF72VV6NMQ,0.0,0.0
AEATHWSJO64CIZJWAFS74KTUWE5Q,0.0,0.0
AEAXIHND3PQZVYWBSKHEZVELNC6Q,0.041666666666666664,0.041666666666666664
AEBAQTUQLJAJPIY4XSKAHQ6ZQRZQ,0.0,0.0
AEBHKFOA5GOEFOBILCDGSINIJH6Q,0.0,0.0
AEBILCVEHOQQIUYFGCZHXNYSJPQQ,0.0,0.0
AEBMHNX4DJIPJWDDLX2OGECFVSXA,0.0,0.0
AEBN3ZEJBUAQOQSYUFDCNQPSYXIA,0.0,0.0
AEBPL62TPS6L4GC6AJWKOID6FP5Q,0.0,0.0
AEBPRIVHDA6BJYQDKE2UTL5Y2TXQ,0.0,0.0
AEBQYIJ2ZKM3Q7CCYDWWTQSZAFOA,0.0,0.0
AEBTZ533CGSDBLRIUDYVI2Y2MDJA,0.0,0.0
AEBV2DAMJ36JSEFIY4OM5QXQMX2A,0.0,0.0
AEBYQHEW6TRETTBLICHHQIUJUCPQ,0.0,0.0
AEBZ3XWQCG23UY7HLZDXXYE7JCAQ,0.0,0.0
AEC3JL3L5COQT3736SYI7LMMQS4Q,0.0,0.0
AEC6N2FWZBI4BI24H7ZXGPHULNRQ,0.0,0.0
AECAZYV46EMIQD63JR6NNO6IYZFA,0.0,0.0
AECCVFESJPHVAS4RVRKEA4EEXXXQ,0.0,0.0
