user_id,tier,essence_recall@10,recency_recall@10,essence_lt@10,recency_lt@10
user_000008,high,0.0,0.0,0.0,0.0
user_000014,medium,0.0,0.0,,
user_000045,medium,0.0,0.0,,
user_000048,medium,0.0,0.0,,
user_000049,low,0.0,0.0,,
user_000077,low,0.0,0.0,0.0,0.0
user_000088,medium,0.0,0.0,,
user_000106,medium,0.0,0.0,,
user_000143,low,0.0,0.0,,
user_000146,low,0.0,0.0,,
user_000192,low,0.0,0.0,,
user_000204,medium,0.0,0.023255813953488372,0.0,0.0
user_000225,medium,0.0,0.0,0.0,0.0
user_000228,high,0.0,0.0,0.0,0.0
user_000272,medium,0.0,0.0,,
user_000286,medium,0.0,0.0,,
user_000301,low,0.0,0.0,,
user_000308,high,0.0,0.0,,
user_000321,medium,0.0,0.0,,
user_000328,high,0.0,0.0,,
user_000333,low,0.0,0.0,0.0,0.0
user_000335,high,0.0,0.0,,
user_000352,high,0.0,0.0,,
user_000364,low,0.0,0.0,,
user_000375,low,0.0,0.0,,
user_000419,high,0.02631578947368421,0.02631578947368421,,
user_000435,high,0.0,0.027777777777777776,0.0,0.0
user_000448,medium,0.0,0.0,,
user_000487,low,0.0,0.0,,
user_000519,high,0.0,0.0,,
user_000541,low,0.0,0.0,0.0,0.0
user_000556,high,0.0,0.0,,
user_000560,low,0.0,0.0,,
user_000563,medium,0.0,0.0,,
user_000638,low,0.0,0.0,,
user_000657,low,0.0,0.0,,
user_000674,medium,0.0,0.0,,
user_000723,low,0.0,0.0,0.0,0.0
user_000748,high,0.0,0.0,,
user_000759,low,0.0,0.0,,
user_000777,high,0.012903225806451613,0.012903225806451613,0.0,0.0
user_000786,medium,0.0,0.0,,
user_000796,high,0.0,0.0048543689320388345,0.0,0.027777777777777776
user_000817,medium,0.0,0.0,,
user_000853,high,0.15,0.3,,
user_000864,high,0.0,0.0,,
user_000907,high,0.0,0.0,0.0,0.0
user_000948,medium,0.0,0.0,,
user_000955,low,0.0,0.0,0.0,0.0
user_000956,medium,0.0,0.0,0.0,0.0
user_000967,high,0.0,0.0,,
user_000972,high,0.0,0.0,,
user_000982,low,0.0,0.0,0.0,0.0
user_000985,medium,0.0,0.0,0.0,0.0
