user_id,tier,essence_recall@10,recency_recall@10,essence_lt@10,recency_lt@10
AE22QREQKPIH3UAJZ4S6JQYJN7SQ,low,0.041666666666666664,0.0,0.0,0.0
AE25KZVYXLI225BINWTSSPZF5UYA,low,0.0,0.0,0.0,0.0
AE26SX7LMLO2K4PEYRNPKHFLLQZA,high,0.0,0.0,0.0,0.0
AE2CIYVTHRNDZWFBKNZLPE6CIOPQ,medium,0.0,0.0,,
AE2DBSRSZKRSQPCI5VPXWPNP4TFQ,medium,0.0,0.0,0.0,0.0
AE2G6GBCSK3JWF4B3M6DIF6ALEPA,medium,0.0,0.0,0.0,0.0
AE2IQU5BU2S4T6XWD5TB7I36V3MA,high,0.0,0.0,0.0,0.0
AE2J7QVQQAKJGMHSSF7NH4MSZ6GQ,low,0.0,0.0,0.0,0.0
AE2KWAVEK6ZEGIGY34MDTINF7YFQ,low,0.0,0.0,0.0,0.0
AE2LLLOASH2M43CNZQFEOSYAO5NA,medium,0.0,0.0,0.0,0.0
AE2NVOOGJRG3E5NJJOKAAANOT6GQ,low,0.0,0.0,0.0,0.0
AE2U6CE7IRGCAK3JUGORLDTMW4KA,low,0.0,0.0,0.0,0.0
AE32HDUZSH52GITI7R6DN2FUUV5A,medium,0.0,0.0,0.0,0.0
AE35VYQMITC2FTO5PXCBWJN5BXGQ,low,0.0,0.0,0.0,0.0
AE37WTEGPRBS55ISSFYTNCQTQ2ZA,high,0.16666666666666666,0.0,0.0,0.0
AE3COBXW5OFTYHC3CZMR6COVBQCA,high,0.0,0.4,,
AE3HTRBMQG3EFUJOL77KEFCUPAEQ,high,0.0,0.0,0.0,0.0
AE3IGJR2Z5ZJOTDTGFE53C2QZ2TA,low,0.0,0.0,0.0,0.0
AE3JYTQKSZ4JK4SMTSRSE4UZRY6Q,high,0.0,0.0,0.0,0.0
AE3MWTIPZC75MXZ4IPYDALCZZYVQ,medium,0.0,0.0,,
AE3NAE7QNJSHKNR4BPQILAP6RPKQ,medium,0.0,0.0,0.0,0.0
AE3PBMQ4IBNTGUZ2CWL5J75ZAJHQ,high,0.0,0.0,,
AE3WZUBLOPABAABKJOFHDMRCVV4A,low,0.0,0.0,0.0,0.0
AE3XUCYVADEOMJUZFZDA5E2YES4Q,low,0.0,0.0,,
AE44V2MTKPMOOSFLWV66YOUJSKMQ,high,0.4,0.0,0.0,0.0
AE44VGSUW6WGYRY4H3PFS5LGREPQ,high,0.0,0.0,0.0,0.0
AE46FRY5RNTLHWXBV2HMYAEZCHWQ,medium,0.0,0.0,,
AE47WT5K7AFNH46RHUXQ4EYITHOA,high,0.16666666666666666,0.0,0.0,0.0
AE4ABLCSFABSZQ6DOHPXS4XBATYA,high,0.0,0.0,0.0,0.0
AE4C72WC4N6Q2PHFTNY5MUCIOP7Q,high,0.0,0.0,0.0,0.0
AE4CQGMVTIWGJ6T3XJUSF45YKGJA,medium,0.0,0.0,,
AE4CRXUI66OBA25BUIYCG5DQJF3Q,high,0.0,0.0,0.0,0.0
AE4DNZI6TWHYO6THDE2C3GDQQE6Q,low,0.0,0.0,0.0,0.0
AE4EOQQBAXUMPONKMID7G2JIFXVQ,medium,0.0,0.0,0.0,0.0
AE4FLXMHI7URGA3GO5G3OT6TMEMQ,medium,0.125,0.0,,
AE4I7GX2TQR7XNQXQRZXAS4PTPGA,low,0.0,0.0,0.0,0.0
AE4ILAZWDWLKSQWLDO7PEN2GOKMA,medium,0.0,0.0,0.0,0.0
AE4OW3FBQBCNQXL2LB7ME2DPN6AQ,low,0.0,0.0,,
AE4PPMAHGXWTREGMJHENRV7Z57PA,medium,0.0,0.0,,
AE4T6JYZZP2R72BLU6NUWVQDORDQ,medium,0.0,0.0,,
AE4TD66ALRCLYIMK5OY44W5SZBBQ,low,0.0,0.0,,
AE4YYQVEBYC5YPP7AQS5ZUNPBK6Q,low,0.0,0.0,,
AE4ZNMPK6ZKMPJGRAM4AWPUF7IJA,high,0.0,0.0,0.0,0.0
AE54SYOPJ52GHOHSGDHFLCYC5F6A,low,0.0,0.0,0.0,0.0
AE55ECRXTPCQQ44RJEVM6KH2JAQQ,high,0.0,0.2,0.0,0.0
AE5BVWBAA7EXU7WTEFP5ZM3ITMRQ,low,0.0,0.0,0.0,0.0
AE5C4WFS2SPYDTQPDZBAWX3BZFWQ,medium,0.0,0.0,,
AE5CNELSK3754MOIHTEPZTOOQGNA,medium,0.0,0.0,0.0,0.0
AE5IE2EN4J6V7SYVHYCEFR36VYWA,medium,0.0,0.0,,
AE5K7Y6SGXT4RMXIPPFDZFRY72XA,high,0.0,0.0,0.0,0.0
AE5LLHS353EEQZMF5H72X5CT32WA,high,0.0,0.0,0.0,0.0
AE5MZZ3CUCW2GX63V5FECI4RS3HA,low,0.0,0.0,0.0,0.0
AE5NEGRTTNB3VY4STGMZHWYJH5AQ,medium,0.2,0.0,1.0,0.0
AE5OOG2HWWVLBSUJGGIZWWTT2N4Q,low,0.0,0.0,0.0,0.0
AE5TPWVNARWKJKYV6C7FG256P7IQ,medium,0.0,0.0,0.0,0.0
AE5USSV75BRLJFTG5MPVZHHBHSGQ,low,0.0,0.0,0.0,0.0
AE5VKMHFL2MVZ6PD56Y235F7QHLQ,medium,0.0,0.0,0.0,0.0
AE5VYX42SDF2F637VFZJQWUH7GUQ,high,0.0,0.36363636363636365,0.0,0.0
AE5Y4VFEU2I232436UKWIE76LWMQ,high,0.0,0.0,,
AE62276TRHZGYQJ7Z65EIRHNL36Q,high,0.2,0.0,0.0,0.0
AE62J2CQOXAEUL3TXRKUUZRRKM3A,high,0.0,0.0,,
AE63FBJI5ONFSOD7L5MITC7HRMBA,low,0.0,0.0,0.0,0.0
AE63L76DFRGNRUWZL236PGQ2TPSQ,low,0.0,0.0,,
AE64VZXDJSKMV24SNZEOCQUSJ5KQ,high,0.0,0.0,,
AE65QDZIHJC2IYZVF5CBICK4BPSQ,low,0.0,0.0,0.0,0.0
AE66EBULKVMZXLCZXPSLHXQBYMFQ,medium,0.0,0.0,0.0,0.0
AE67LURWREPNLBFI6WQMCXAIREIA,medium,0.0,0.0,0.0,0.0
AE6A4JKKQBOARZKVNXYQ5322YAUQ,medium,0.2,0.0,0.0,0.0
AE6CII26B3HE5344U4WKU4YFIX7A,medium,0.0,0.0,0.0,0.0
AE6EAFYUBXA23JXECGL7KLW2G45A,high,0.0,0.0,,
AE6JZA6NUPFAFBZ2D47M7QYR3Z3Q,medium,0.0,0.3333333333333333,0.0,0.0
AE6KWWWQCSYI6YGMLG6Q4CRXZKKA,low,0.0,0.0,0.0,0.0
AE6N6L4YU4WV5FTW7Z7W6WFTWJMQ,high,0.0,0.25,,
AE6OGJLCQRH7QS36K25GTOYOQA7A,high,0.0,0.0,,
AE6P6W6MPLJXA5VE5W2RCN4UWSKQ,high,0.0,0.0,0.0,0.0
AE6RDDPRDTKKBSXEYX4KY4VQNU6A,low,0.0,0.0,0.0,0.0
AE6RIEUUQQRSZANJ3VSYELE6T26Q,low,0.0,0.0,0.0,0.0
AE6RWXY27NXJOKTPCRHVTHOIDTPA,medium,0.4,0.2,,
AE6SL4GPX35EFKNZIS3DQV6U2X2A,medium,0.0,0.0,,
AE6VEBYDO652ZQGTPYURJZZUDMVQ,medium,0.07692307692307693,0.15384615384615385,0.0,0.5
AE6XHHCIFNE7MI4QL3ELGTQIE27A,medium,0.0,0.0,0.0,0.0
AE73YFPG3YN3QBBYAFED5BPHSSGA,medium,0.0,0.1111111111111111,0.0,0.3333333333333333
AE74BB5ZY4Y3EJTWJRFLUIFWRUBA,medium,0.0,0.0,0.0,0.0
AE74HGK3YMLBHP2ODWVLBBDL7VGA,low,0.0,0.0,0.0,0.0
AE76OISMKGNDMBE6BAQE5U3LU7UQ,high,0.0,0.0,0.0,0.0
AE7CNOET5JKGHX6LSUBIWMGZGTAA,high,0.0,0.0,,
AE7DATQOF56UN44IUIXYAGUC745Q,low,0.0,0.0,0.0,0.0
