user_id,item_id,rating,timestamp
9,1073,5.0,859381992
9,260,4.0,859382015
9,805,5.0,859382042
9,1356,5.0,859382042
9,1210,5.0,859382084
9,667,5.0,859382108
9,1367,5.0,859382185
9,61,4.0,859382231
9,858,3.0,859382278
9,818,3.0,859382301
9,116,5.0,859382367
9,329,5.0,859382903
9,161,5.0,859382967
9,362,5.0,859382967
9,500,5.0,859382967
9,586,5.0,859382967
9,588,5.0,859382967
9,280,4.0,859383018
9,616,5.0,859383018
9,594,5.0,859383047
9,596,4.0,859383047
9,474,4.0,859383047
9,165,4.0,859383068
9,34,3.0,859383102
9,350,5.0,859383102
9,1036,4.0,859383102
9,2,5.0,859383142
9,434,5.0,859383142
9,593,5.0,859383172
9,277,5.0,859383172
9,589,3.0,859383172
9,454,4.0,859383194
9,420,4.0,859383247
9,1035,5.0,859383271
9,1084,4.0,859383294
9,455,4.0,859383317
9,516,3.0,859383317
9,158,4.0,859383351
9,590,4.0,859383351
9,366,3.0,859383374
9,520,3.0,859383403
9,10,5.0,859383403
9,370,2.0,859383448
9,464,4.0,859383448
9,356,5.0,859383448
9,39,3.0,859383520
9,168,5.0,859383520
9,592,4.0,859383540
9,419,4.0,859383567
9,361,4.0,859383610
9,374,3.0,859383644
9,587,5.0,859383644
9,1005,4.0,859383644
9,1101,4.0,859383670
9,466,2.0,859383713
9,317,4.0,859383753
9,410,3.0,859383753
9,432,3.0,859383753
9,597,5.0,859383753
9,585,3.0,859383792
9,276,4.0,859383859
9,1097,4.0,859383859
9,1028,5.0,859383920
9,442,3.0,859383979
9,540,4.0,859383979
9,1079,3.0,859383979
9,273,3.0,859384026
9,256,5.0,859384103
9,355,5.0,859384133
9,852,4.0,859384156
9,378,4.0,859384181
9,1196,4.0,859384181
9,611,1.0,859384209
9,1015,4.0,859384255
9,380,5.0,859384283
9,539,5.0,859384283
9,445,4.0,859384328
9,150,4.0,859384328
9,225,5.0,859384328
9,1023,3.0,859384356
9,1029,3.0,859384356
9,519,5.0,859384380
9,541,4.0,859384380
9,1030,4.0,859384426
9,1198,5.0,859384426
9,1019,4.0,859384455
9,1021,4.0,859384455
9,435,3.0,859384480
9,1291,4.0,859384512
9,1090,4.0,859384512
9,1246,4.0,859384512
9,1092,4.0,859384566
9,1031,5.0,859384597
9,1012,4.0,859384598
9,1271,4.0,859384598
9,1100,3.0,859384619
9,1017,3.0,859384663
9,1259,4.0,859384663
9,1270,4.0,859384663
9,1370,4.0,859384663
9,1378,1.0,859384701
9,1197,3.0,859384701
9,105,4.0,859384701
9,1013,3.0,859384722
9,1088,5.0,859384754
9,1385,4.0,859384754
9,1010,4.0,859384779
9,1240,4.0,859384779
9,1129,4.0,859384811
9,1343,4.0,859384811
9,1347,3.0,859384836
9,1225,3.0,859384854
9,1380,5.0,859384879
9,1127,4.0,859384879
9,1011,4.0,859384907
9,919,5.0,859384939
9,1007,4.0,859384939
9,1200,3.0,859384939
9,1221,2.0,859384965
9,1258,4.0,859384965
9,1014,4.0,859384987
9,1379,1.0,859384987
9,934,4.0,859385043
9,1374,5.0,859385043
9,924,3.0,859385079
9,1124,4.0,859385079
9,1222,4.0,859385079
9,1250,5.0,859385079
9,1375,5.0,859385079
9,1266,1.0,859385120
9,1307,3.0,859385120
9,1008,5.0,859385120
9,1194,3.0,859385120
9,1372,5.0,859385207
9,1290,3.0,859385207
9,1018,3.0,859385207
9,1126,4.0,859385207
9,1135,4.0,859385207
9,968,3.0,859385251
9,1262,3.0,859385251
9,1350,3.0,859385251
9,1373,5.0,859385251
215,1097,5.0,1051829726
215,2763,2.0,1051829726
215,1461,2.0,1051829778
215,1968,5.0,1051829778
215,4304,4.0,1051829778
215,2011,3.0,1051829795
215,253,2.0,1051829820
215,1210,5.0,1051829820
215,3101,4.0,1051829838
215,4033,3.0,1051829852
215,33,5.0,1051829924
215,37,5.0,1051829924
215,1797,5.0,1051829924
215,3159,5.0,1051829924
215,4453,5.0,1051829924
215,4458,5.0,1051829924
215,4783,5.0,1051829924
215,2078,4.0,1051829993
215,1282,3.0,1051829993
215,1035,1.0,1051829993
215,899,1.0,1051829993
215,594,2.0,1051829993
215,919,5.0,1051829993
215,3549,1.0,1051829994
215,1288,5.0,1051830013
215,4589,4.0,1051830013
215,1022,3.0,1051830037
215,2857,5.0,1051830037
215,2080,4.0,1051830066
215,551,5.0,1051830066
215,346,4.0,1051830066
215,364,2.0,1051830100
215,588,2.0,1051830100
215,1029,3.0,1051830100
215,3142,3.0,1051830100
215,1032,4.0,1051830125
215,1093,5.0,1051830125
215,1380,4.0,1051830125
215,1416,1.0,1051830125
215,1487,1.0,1051830141
215,4936,3.0,1051830160
215,4857,1.0,1051830160
215,1088,1.0,1051830160
215,1856,3.0,1051830179
215,2081,1.0,1051830193
215,1030,2.0,1051830224
215,2088,2.0,1051830261
215,4039,3.0,1051830261
215,5012,1.0,1051830276
215,829,1.0,1051830290
215,1772,1.0,1051830305
215,5927,2.0,1051830335
215,1381,1.0,1051830335
215,5694,3.0,1051830335
215,4226,4.0,1051830374
215,1625,3.0,1051830418
215,4848,3.0,1051830418
215,4865,1.0,1051830451
215,2076,1.0,1051830451
215,3386,4.0,1051830451
215,5630,3.0,1051830451
215,1909,5.0,1051830470
215,164,1.0,1051830470
215,1645,4.0,1051830506
215,1732,3.0,1051830506
215,1754,3.0,1051830506
215,3044,3.0,1051830506
215,5938,4.0,1051830506
215,1589,4.0,1051830522
215,648,2.0,1051830544
215,3706,3.0,1051830544
215,1597,3.0,1051830581
215,4238,3.0,1051830606
215,1464,1.0,1051830606
215,1689,3.0,1051830606
215,1627,5.0,1051830629
215,2311,4.0,1051830629
215,2413,4.0,1051830629
215,2126,3.0,1051830664
215,1783,3.0,1051830664
215,5501,1.0,1051830679
215,1265,4.0,1051830728
215,1230,4.0,1051830752
215,1197,5.0,1051830752
215,1247,5.0,1051830772
215,4995,4.0,1051830772
215,1307,5.0,1051830802
215,3108,1.0,1051830802
215,356,5.0,1051830836
215,1357,2.0,1051830836
215,1674,4.0,1051830853
215,4361,1.0,1051830853
215,3358,3.0,1051830879
215,2248,4.0,1051830879
215,1188,1.0,1051830879
215,58,1.0,1051830879
215,25,4.0,1051830899
215,2243,3.0,1051830899
215,2291,4.0,1051830899
215,1094,1.0,1051830913
215,4061,5.0,1051830946
215,1393,5.0,1051830965
215,3081,4.0,1051830996
215,2671,2.0,1051830996
215,1777,2.0,1051831010
215,898,3.0,1051831027
215,5693,3.0,1051831027
215,471,5.0,1051831051
215,555,5.0,1051831051
215,802,3.0,1051831051
215,2006,3.0,1051831051
215,2406,5.0,1051831084
215,339,3.0,1051831084
215,3684,2.0,1051831097
215,2100,3.0,1051831113
215,597,4.0,1051831131
215,4285,3.0,1051831131
215,5553,5.0,1051831156
215,1101,5.0,1051831171
215,539,3.0,1051831191
215,1183,1.0,1051831222
215,736,1.0,1051831222
215,4054,1.0,1051831222
215,224,3.0,1051831222
215,543,3.0,1051831222
215,353,2.0,1051831241
215,4975,5.0,1051831241
215,2145,4.0,1051831254
215,4018,3.0,1051831271
215,2297,4.0,1051831295
215,2424,3.0,1051831295
215,3614,3.0,1051831295
240,2366,5.0,962940860
240,3024,5.0,962940860
240,2154,5.0,962963502
240,3101,4.0,962963526
240,3418,5.0,962963662
240,3702,5.0,962963662
240,260,5.0,962963696
240,1387,5.0,962963696
240,1036,4.0,962963743
240,1954,5.0,962963784
240,1242,5.0,962963784
240,1200,5.0,962963784
240,1240,5.0,962963784
240,2001,5.0,962963853
240,3527,5.0,962963853
240,480,5.0,962963910
240,1610,5.0,962963910
240,2571,5.0,962963910
240,1127,5.0,962963953
240,1129,5.0,962963953
240,2406,4.0,962963953
240,2985,5.0,962963953
240,3763,4.0,962964048
240,2872,4.0,962964089
240,493,5.0,962964089
240,1101,5.0,962964089
240,145,5.0,962964123
240,380,4.0,962964123
240,2115,5.0,962964123
240,3578,5.0,962964123
240,780,5.0,962964175
240,292,5.0,962964197
240,1785,5.0,962964236
240,3717,5.0,962964311
240,1676,5.0,962964311
240,2273,5.0,962964311
240,2699,4.0,962964342
240,592,5.0,962964342
240,1876,5.0,962964342
240,2524,5.0,962964377
240,3430,5.0,962964377
240,3704,5.0,962964377
240,3107,5.0,962964413
240,3698,5.0,962964413
240,70,5.0,962964443
240,2628,5.0,962964443
240,1552,5.0,962964470
240,2722,5.0,962964470
240,3444,5.0,962964495
240,2617,4.0,962964495
240,3697,5.0,962964522
240,442,4.0,962964558
240,736,5.0,962964590
240,3404,5.0,962964590
240,1667,4.0,962964601
240,547,3.0,962964630
240,1769,5.0,962964630
240,1917,5.0,962964630
240,379,5.0,962964667
240,1586,5.0,962964667
240,2616,5.0,962964667
240,3438,5.0,962964729
240,1544,5.0,962964809
240,2701,5.0,962964809
240,2802,4.0,962964809
240,511,5.0,962964868
240,3439,5.0,962964868
240,434,5.0,962964906
240,2986,5.0,962964906
240,3274,5.0,962964906
240,1432,5.0,962964947
240,1604,5.0,962964947
240,2421,5.0,962964947
240,3362,5.0,963000168
240,296,5.0,963000168
240,293,5.0,963000192
240,1953,5.0,963000192
240,1213,5.0,963000212
240,431,5.0,963000226
240,1466,5.0,963000280
240,1729,5.0,963000280
240,2000,5.0,963000280
240,2268,5.0,963000337
240,998,5.0,963000464
240,2002,5.0,963000464
240,112,3.0,963000464
240,1620,4.0,963000508
240,1645,5.0,963000508
240,1061,5.0,963000563
240,3247,5.0,963000563
240,391,5.0,963000596
240,1601,5.0,963000596
240,1804,5.0,963000620
240,2126,3.0,963000638
240,1562,5.0,963000680
240,1201,5.0,963019093
240,589,5.0,963019113
240,3703,5.0,963019217
240,2640,5.0,963019217
240,457,5.0,963019217
240,1382,5.0,963019217
240,377,5.0,963019255
240,474,4.0,963019255
240,2363,1.0,963019271
240,1573,5.0,963019308
240,2013,5.0,963019324
240,2641,5.0,963019345
240,1587,5.0,963019396
240,349,5.0,963019433
240,387,5.0,963019455
240,3441,5.0,963019485
240,3020,3.0,963019485
240,95,3.0,963019580
240,1388,5.0,963019580
240,1831,4.0,963019612
240,2410,5.0,963019612
240,2402,5.0,963019648
240,2735,4.0,963019648
240,3257,5.0,963019648
240,2322,4.0,963019683
240,2812,5.0,963019725
240,160,5.0,963019763
240,1591,4.0,963019764
240,1100,5.0,963019798
240,315,4.0,963019832
240,1825,5.0,963019832
240,44,5.0,963019860
240,2412,5.0,963019860
240,20,3.0,963019911
240,1499,5.0,963019911
240,1882,5.0,963019911
240,2253,4.0,963019911
240,1389,5.0,963019954
240,3431,5.0,963019974
240,1681,5.0,963019991
240,16,5.0,963020058
240,1214,5.0,963089299
240,3432,5.0,963089377
240,165,5.0,963089419
240,1370,5.0,963089419
240,1918,5.0,963089523
240,3555,5.0,963089706
240,593,5.0,963090092
240,2762,5.0,963090127
240,587,5.0,963090235
240,1625,5.0,963090258
240,1407,5.0,963090258
240,1344,5.0,963090258
240,3409,5.0,963090409
240,3686,5.0,963090409
240,3273,5.0,963090448
240,1717,5.0,963090486
240,2713,5.0,963090504
240,2121,5.0,963090576
240,482,1.0,963090673
240,3758,1.0,963090673
240,3499,5.0,963090776
332,1233,2.5,1054002634
332,2291,3.0,1054002638
332,342,3.0,1054002651
332,1682,3.0,1054002654
332,1199,1.5,1054002661
332,272,3.0,1054002673
332,2194,3.5,1054002676
332,1204,5.0,1054002684
332,3897,3.5,1054002693
332,3418,3.0,1054002703
332,1722,3.5,1054002712
332,1267,3.5,1054002724
332,2908,3.0,1054002763
332,6413,3.5,1054266778
332,6387,3.5,1054266818
332,916,4.5,1054267087
332,4857,4.5,1054267101
332,915,4.0,1054267116
332,1747,4.0,1054267165
332,6228,3.5,1054267184
332,5902,3.0,1054267260
332,6242,1.0,1054267281
332,1300,2.5,1054267293
332,307,4.0,1054267300
332,194,3.5,1054267322
332,5816,4.0,1054267325
332,1580,4.0,1054267341
332,2987,3.5,1054267345
332,5787,2.0,1054267441
332,911,4.5,1054267514
332,1834,4.0,1054267526
332,1269,5.0,1055379338
332,4447,5.0,1055379359
332,5008,5.0,1055379370
332,4973,5.0,1055379385
332,912,5.0,1055379416
332,2571,5.0,1055379424
332,5444,5.0,1055379439
332,2359,5.0,1055379449
332,4246,5.0,1055379477
332,3967,5.0,1055379489
332,3083,5.0,1055379516
332,5840,3.5,1055379524
332,4027,5.0,1055379536
332,4306,5.0,1055379547
332,3671,5.0,1055379558
332,5001,5.0,1055379564
332,2692,5.0,1055379577
332,3911,5.0,1055379583
332,3819,5.0,1055379596
332,3996,5.0,1055379603
332,5072,1.0,1055379632
332,1034,1.0,1055379643
332,2335,1.0,1055379658
332,2997,1.0,1055379666
332,2694,1.0,1055379679
332,3409,1.0,1055379691
332,2431,1.0,1055379711
332,1288,2.0,1055379721
332,2724,2.0,1055379744
332,3363,2.0,1055379757
332,2424,2.0,1055379767
332,3097,4.0,1055379775
332,2028,2.5,1055379788
332,4037,2.0,1055379801
332,2628,2.0,1055379836
332,2926,2.0,1055379843
332,3821,1.5,1055379853
332,788,2.0,1055379860
332,5507,2.5,1055379875
332,3948,2.0,1055379897
332,3613,2.0,1055379927
332,2355,4.5,1055379958
332,1968,3.0,1055380160
332,934,4.0,1055380170
332,590,4.0,1055380174
332,5945,2.0,1056078977
332,5618,4.0,1056078998
332,6442,4.0,1057106947
332,6350,4.0,1057106977
490,163,2.0,982372338
490,1270,3.0,982372338
490,3181,1.0,982372338
490,1105,1.0,982372374
490,2028,5.0,982372374
490,2366,2.0,982372374
490,1196,4.0,982372509
490,1240,4.0,982372562
490,1198,5.0,982372562
490,527,5.0,982372600
490,296,1.0,982372633
490,318,5.0,982372633
490,593,4.0,982372633
490,351,4.0,982372656
490,1179,2.0,982372677
490,2959,1.0,982372718
490,34,4.0,982372718
490,150,5.0,982372758
490,3418,2.0,982372758
490,36,2.0,982372758
490,1704,5.0,982372781
490,73,5.0,982372813
490,110,5.0,982372855
490,1498,3.0,982372855
490,1694,2.0,982372903
490,3100,3.0,982372925
490,1396,5.0,982372958
490,161,5.0,982372958
490,62,4.0,982372958
490,32,1.0,982373011
490,151,2.0,982373011
535,39,3.0,953753366
535,1196,5.0,953753366
535,908,5.0,953753409
535,300,4.0,953753581
535,1088,3.0,953753581
535,1270,3.0,953753608
535,2706,4.0,953753684
535,2712,2.0,953753684
535,3005,4.0,953753723
535,2840,2.0,953753786
535,2357,4.0,953753863
535,3499,5.0,953753863
535,1184,3.0,953753930
535,1280,5.0,953753948
535,593,5.0,953753948
535,608,5.0,953754001
535,2858,5.0,953754014
535,2621,5.0,953754028
535,17,5.0,953754079
535,1617,5.0,953754079
535,2762,5.0,953754079
535,3246,2.0,953754079
535,2336,5.0,953754158
535,1900,3.0,953754176
535,265,5.0,953754332
535,2571,5.0,953754348
535,1188,5.0,953754360
535,2575,3.0,953754391
535,1046,3.0,953754391
535,509,5.0,953754391
535,778,4.0,953754406
535,1279,5.0,953754451
535,1683,5.0,953754451
535,2324,5.0,953754451
535,1183,1.0,953754506
535,2580,5.0,953754506
535,2943,5.0,953754506
535,3044,5.0,953754506
535,1660,2.0,953754525
535,230,4.0,953754618
535,2158,2.0,953754618
535,1799,4.0,953754637
535,1407,5.0,953754667
535,232,5.0,953754667
535,364,3.0,953754685
535,2159,4.0,953754716
601,1210,3.0,1012795165
601,1073,1.0,1012795191
601,1097,5.0,1012795191
601,858,5.0,1012795218
601,1197,4.0,1012795250
601,1196,3.0,1012795290
601,2527,3.0,1012795316
601,3672,2.0,1012795316
601,110,5.0,1012795347
601,2098,2.0,1012795347
601,4306,5.0,1012795616
601,3717,5.0,1012795664
601,17,5.0,1012795711
601,3681,5.0,1012795776
601,367,4.0,1012795795
601,1801,5.0,1012795830
601,924,3.0,1012795895
601,1125,4.0,1012795895
601,1291,4.0,1012795930
601,1682,5.0,1012796007
601,3507,5.0,1012796117
601,1208,2.0,1012796288
601,648,3.0,1012796323
601,3733,4.0,1012796384
601,3040,2.0,1012796452
601,3702,2.0,1012796452
601,4361,3.0,1012796452
601,1101,4.0,1012796519
601,3671,1.0,1012796540
601,1689,4.0,1012796573
601,2009,3.0,1012796657
601,1124,3.0,1012796674
601,349,4.0,1012796782
601,2468,5.0,1012796804
601,231,4.0,1012796845
601,2151,3.0,1012796982
601,1580,4.0,1012797077
601,4016,4.0,1012797166
601,314,4.0,1012797221
601,4027,5.0,1012797301
601,2100,4.0,1012797383
601,4041,5.0,1012797449
601,4280,2.0,1012797449
601,1959,2.0,1012797517
601,2145,3.0,1012797517
601,2259,2.0,1012797548
601,150,5.0,1012797684
601,529,4.0,1012797742
601,1265,5.0,1012797778
601,1,4.0,1012797828
601,3751,4.0,1012798083
601,2555,5.0,1012798103
601,1911,3.0,1012798156
601,2716,2.0,1012798496
601,3988,3.0,1012798513
601,3623,4.0,1012798568
601,2394,4.0,1012798623
601,2013,4.0,1012798640
601,2724,4.0,1012798664
601,3617,2.0,1012798664
601,3185,5.0,1012798689
601,3157,4.0,1012798713
601,2987,4.0,1012798766
601,5124,4.0,1012798938
601,165,5.0,1012799000
601,2409,3.0,1012799037
601,5012,4.0,1012799037
601,4480,4.0,1012799056
601,1193,5.0,1012799224
601,62,5.0,1012799328
601,2150,3.0,1012799328
601,1222,1.0,1012799454
601,4621,2.0,1012799481
601,4886,4.0,1035752849
601,899,3.0,1035752935
601,1225,5.0,1035752935
601,2797,3.0,1035752935
601,4523,5.0,1035753229
601,4993,5.0,1035754195
601,4316,3.0,1035754404
601,1234,5.0,1036033794
601,885,4.0,1036033892
601,653,4.0,1036034625
601,2728,5.0,1036034659
601,780,4.0,1036034740
601,1036,4.0,1036034816
601,1370,4.0,1036034816
601,2571,5.0,1036034927
601,919,3.0,1036035030
601,953,3.0,1036035054
601,908,4.0,1036035328
601,1304,4.0,1036035350
601,1262,5.0,1036035372
601,1198,4.0,1036035447
601,5,4.0,1036035722
601,4002,3.0,1036035754
601,2478,3.0,1036036066
601,5629,4.0,1036036151
601,260,3.0,1036036352
601,1136,4.0,1036036352
601,2294,4.0,1036111440
601,3578,4.0,1036346841
601,1021,4.0,1036377427
601,2763,4.0,1037585219
682,858,3.0,1007357383
